repo,subrepo,lang,n_project,n_folder,n_file,n_scope,n_type,n_operation,n_operation_method,n_operation_constructor,n_variable,n_variable_field,n_variable_param,e_includes,e_contains,e_requires,e_declares,e_encloses,e_specializes,e_encapsulates,e_returns,e_instantiates,e_invokes,e_uses,e_parameterizes,e_typed,methods_per_class_mean,methods_per_class_median,methods_per_class_max,methods_per_class_std,fields_per_class_mean,fields_per_class_median,fields_per_class_max,call_fanout_mean,call_fanout_median,call_fanout_max,call_fanout_std,call_fanin_mean,call_fanin_median,call_fanin_max,call_fanin_std,arity_mean,arity_median,arity_max,field_uses_fanin_mean,field_uses_fanin_max,inh_parents_mean,inh_children_mean,inh_children_max,inh_depth_max,inh_depth_mean,file_req_out_mean,file_req_out_max,file_req_in_mean,file_req_in_max,fs_depth_max,scope_depth_max,scope_to_scope_fanout_mean,scope_to_scope_fanout_p90,scope_to_scope_fanout_max,scope_to_type_fanout_mean,scope_to_type_fanout_p90,scope_to_type_fanout_max,folder_to_folder_fanout_mean,folder_to_folder_fanout_p90,folder_to_folder_fanout_max,folder_to_file_fanout_mean,folder_to_file_fanout_p90,folder_to_file_fanout_max,num_methods_mean,num_methods_median,num_methods_max,stmts_mean,stmts_median,stmts_p90,stmts_max,stmts_std,halstead_vocabulary_mean,halstead_length_mean,halstead_volume_mean,halstead_difficulty_mean,halstead_effort_mean,halstead_estimatedBugs_mean,halstead_volume_p90,halstead_effort_p90,coverage_requires,coverage_specializes,coverage_instantiates,coverage_typed
careercup__CtCI-6th-Edition,,java,1,204,595,164,609,2563,1944,619,3132,530,2602,1,798,149,1193,639,19,3093,826,295,2101,1693,2602,513,4.20854,4,29,2.40092,0.870279,0,9,0.819742,0,10,1.2525,0.819742,1,28,1.42777,1.01522,1,6,3.19434,40,0.0311987,0.0311987,3,1,1,0.25042,3,0.25042,92,6,1,0.0304878,0,2,3.71341,6,28,0.995098,1,26,2.91667,6,28,4.20854,4,29,2.86968,2,6,35,2.65631,18.9247,72.4,342.896,10.6905,6852.62,0.114299,695.665,16344.9,1,1,1,1
cats-oss__android-gpuimage,,java,1,41,146,7,123,653,480,173,1070,451,619,1,186,15,219,156,95,1104,178,34,784,1149,619,59,5.30894,5,34,5.8894,3.66667,2,25,1.20061,1,17,1.23422,1.20061,1,56,4.15303,0.947933,1,9,2.54767,37,0.772358,0.772358,41,4,1.63158,0.10274,4,0.10274,5,13,5,0.857143,2,2,17.5714,87,87,0.97561,2,9,3.56098,3,87,5.30894,5,34,2.35375,2,5,18,2.34644,13.145,47.4075,198.75,4.0822,2884.66,0.0662501,390.916,2500.15,1,1,1,1
chat2db__Chat2DB,,java,1,738,1550,288,908,3618,2752,866,6718,2878,3840,1,2287,2597,1788,1223,318,6496,1869,478,2871,1981,3840,1281,3.98458,2,65,5.38392,3.1696,2,35,0.793532,0,43,1.95392,0.793532,0,128,2.94799,1.06136,1,11,0.688325,13,0.35022,0.35022,32,2,1.20073,1.67548,54,1.67548,85,18,9,0.996528,3,16,3.15278,6,36,0.998645,3,31,2.10027,5,36,3.98458,2,65,2.17302,1,5,66,3.0428,17.5113,62.965,308.525,4.59195,5839.16,0.102842,743.746,6841.98,1,1,1,1
chrisjenx__Calligraphy,,java,1,32,61,5,20,112,87,25,235,46,189,1,92,2,36,28,2,158,35,14,82,97,189,18,5.6,4,17,4.36348,2.3,1.5,10,0.732143,0,16,1.75246,0.732143,0,8,1.1876,1.6875,1,6,2.1087,8,0.1,0.1,1,1,1,0.0327869,1,0.0327869,1,11,4,0.8,1,1,4,14,14,0.96875,2,7,1.90625,5,11,5.6,4,17,2.4375,2,5,11,2.06925,16.7703,52.3243,232.367,5.93858,2464.36,0.0774557,533.616,6787.51,1,1,1,1
clojure__clojure,,java,1,46,347,9,867,4751,4316,435,10819,1834,8985,1,392,27,1052,1553,401,6585,1326,547,7272,6466,8985,2332,5.47982,1,313,16.8865,2.11534,0,227,1.53063,1,64,3.34028,1.53063,0,133,5.83567,1.89118,1,21,3.52563,82,0.462514,0.462514,50,5,1.56746,0.0778098,6,0.0778098,4,7,2,0.666667,4,4,96.3333,715,715,0.978261,3,8,7.54348,9,140,5.50173,1,313,1.84357,1,4,59,2.75055,14.9206,81.3665,410.143,7.74625,26153.9,0.136714,646.111,9495.41,1,1,1,1
code4craft__webmagic,,java,1,154,311,34,307,1369,1060,309,1362,441,921,1,464,607,560,380,154,1810,546,339,1627,966,921,429,4.45928,3,56,5.10994,1.43648,1,22,1.18846,0,21,2.21248,1.18846,0,63,3.88582,0.672754,0,5,2.19048,10,0.501629,0.501629,33,3,1.2446,1.95177,12,1.95177,70,11,4,0.970588,2,18,9.02941,22,34,0.993506,2,9,2.01948,6,21,4.45928,3,56,1.9927,1,4,30,2.43212,14.9107,48.9219,223.982,3.49928,1931.14,0.0746607,539.271,3622.63,1,1,1,1
codecentric__spring-boot-admin,,java,1,367,1135,39,443,2016,1572,444,2206,965,1241,1,1501,901,769,596,84,2981,647,420,1615,2215,1241,705,4.55079,3,28,4.38127,2.17833,1,21,0.801091,0,17,1.49557,0.801091,0,92,3.61072,0.615575,0,11,2.29534,20,0.189616,0.189616,14,3,1.54217,0.793833,32,0.793833,103,14,7,0.974359,3,9,11.3333,26,52,0.997275,2,24,3.09264,11,52,4.55079,3,28,2.64534,1,6,30,2.8867,17.5985,59.696,276.378,2.35085,1211.38,0.0921259,650.104,2223.22,1,1,1,1
crossoverJie__JCSprout,,java,1,73,224,35,137,441,306,135,388,179,209,1,296,25,246,199,11,620,156,136,190,401,209,63,3.21898,2,11,2.29158,1.30657,1,12,0.430839,0,5,0.830458,0.430839,0,8,1.01925,0.473923,0,6,2.24022,9,0.080292,0.080292,3,1,1,0.111607,4,0.111607,4,11,5,0.971429,2,18,3.91429,7,26,0.986301,2,16,3.06849,7,25,3.21898,2,11,3.29932,2,8,38,3.85052,17.888,70.3166,317.971,6.34856,4089.36,0.10599,752.384,10290.6,1,1,1,1
crossoverJie__cim,,java,1,151,168,67,159,883,709,174,832,335,497,1,318,285,296,243,47,1218,301,136,687,786,497,150,5.55346,4,39,6.18544,2.10692,2,13,0.778029,0,13,1.66929,0.778029,0,19,2.03772,0.562854,0,4,2.34627,13,0.295597,0.295597,12,1,1,1.69643,19,1.69643,14,13,6,0.985075,2,12,2.34328,6,15,0.993377,2,12,1.11258,3,10,5.55346,4,39,2.26274,1,6,15,2.43768,14.9833,43.6167,192.79,3.16505,1358.45,0.0642632,470,2799.75,1,1,1,1
cymcsg__UltimateRecyclerView,,java,1,87,302,43,248,1918,1657,261,3077,860,2217,1,388,256,421,365,98,2778,373,157,1439,2219,2217,349,7.73387,4,93,11.2398,3.46774,1,65,0.750261,0,16,1.46409,0.750261,0,19,1.60412,1.15589,1,7,2.58023,39,0.395161,0.395161,12,4,1.73626,0.847682,15,0.847682,25,13,5,0.976744,2,15,5.76744,11,34,0.988506,2,14,3.47126,8,34,7.73387,4,93,2.06413,1,4,42,2.82207,14.0061,49.1958,227.768,4.61939,5400.11,0.0759227,553.81,5800.07,1,1,1,1
daimajia__AndroidSwipeLayout,,java,1,35,81,10,37,284,238,46,413,73,340,1,115,50,59,61,18,357,57,14,225,262,340,89,7.67568,4,97,15.6033,1.97297,1,34,0.792254,0,8,1.30646,0.792254,0,14,1.68959,1.19718,1,7,3.58904,13,0.486486,0.486486,6,2,1.38462,0.617284,5,0.617284,12,11,4,0.9,2,4,3.7,5,11,0.971429,2,9,2.31429,5,16,7.67568,4,97,2.08451,1,5,29,2.88267,15.0918,61.058,294.386,5.37874,6656.56,0.0981285,711.26,12326.1,1,1,1,1
daimajia__AndroidViewAnimations,,java,1,41,103,16,72,190,118,72,151,39,112,1,143,129,140,91,62,229,97,9,104,80,112,15,2.63889,2,21,2.81023,0.541667,0,15,0.547368,0,6,0.798267,0.547368,0,62,4.51843,0.589474,1,3,2.05128,11,0.861111,0.861111,62,1,1,1.25243,62,1.25243,62,12,5,0.9375,1,11,4.5,8,10,0.97561,2,11,2.5122,5,10,2.63889,2,21,1.63158,1,3,12,1.49422,17.2316,55.0526,242.19,2.62935,1000.06,0.0807301,441.841,1693.73,1,1,1,1
daimajia__NumberProgressBar,,java,1,29,37,4,4,47,42,5,80,46,34,1,65,2,7,8,1,93,5,0,41,118,34,4,11.75,3.5,39,15.8647,11.5,1,44,0.87234,0,11,1.99592,0.87234,1,5,1.06426,0.723404,1,3,2.56522,7,0.25,0.25,1,1,1,0.0540541,2,0.0540541,1,10,3,0.75,1,1,1,3,3,0.965517,2,8,1.27586,3,10,11.75,3.5,39,2.70213,1,7,19,3.50632,12.1951,51.9512,229.404,4.69529,4483.65,0.0764679,499.761,5861.45,1,1,0,1
daniulive__SmarterStreaming,,java,1,330,457,5,70,429,359,70,1017,316,701,1,786,2,88,126,0,745,70,52,271,802,701,5,6.12857,2,97,13.9098,4.51429,0,86,0.631702,0,24,2.37989,0.631702,0,10,0.982135,1.63403,1,19,2.53797,31,0,0,0,,,0.00437637,2,0.00437637,1,12,2,0.8,3,3,14,37,37,0.99697,3,10,1.38485,4,16,6.12857,2,97,3.22378,1,8,124,9.57884,18.7898,95.2983,552.673,6.66602,20601.4,0.184224,1023.35,17217.1,1,0,1,1
dataease__dataease,,java,1,630,5576,333,743,3274,2635,639,5608,2796,2812,1,6205,1363,1452,1109,108,6070,910,347,2122,2573,2812,811,4.40646,1,78,6.95721,3.76312,2,39,0.648137,0,69,2.33853,0.648137,0,110,2.7082,0.858888,1,9,0.920243,16,0.145357,0.145357,10,2,1.15094,0.24444,37,0.24444,45,14,5,0.996997,3,46,2.23123,6,31,0.998413,2,25,8.85079,6,3407,4.40646,1,78,1.8653,1,5,92,3.35042,16.7042,71.1145,381.187,5.00451,17807.4,0.127062,841.071,8828.3,1,1,1,1
davemorrissey__subsampling-scale-image-view,,java,1,51,127,15,49,329,272,57,548,226,322,1,177,66,82,79,18,555,78,36,380,674,322,31,6.71429,3,120,16.805,4.61224,1,101,1.15502,0,21,2.24427,1.15502,1,15,2.01597,0.978723,1,9,2.9823,20,0.367347,0.367347,6,1,1,0.519685,8,0.519685,15,13,6,0.933333,2,8,3.26667,8,16,0.980392,2,9,2.4902,7,14,6.71429,3,120,2.60182,2,6,28,3.01709,19.6091,99.9455,542.044,9.70349,34329.3,0.180681,1080.01,31185.4,1,1,1,1
didi__DoKit,,java,1,1053,3662,154,1090,8659,7622,1037,14213,3660,10553,1,4714,921,1807,1615,178,12319,1700,624,7242,8773,10553,1264,7.94404,4,200,13.8928,3.3578,1,59,0.836355,0,23,1.58047,0.836355,0,47,2.14265,1.21873,1,15,2.39699,55,0.163303,0.163303,18,3,1.18391,0.251502,17,0.251502,37,14,6,0.987013,3,27,7.07792,13,240,0.99905,2,82,3.47768,6,145,7.94404,4,200,2.21261,1,5,54,2.73019,15.5084,51.8503,240.521,5.73275,4320.31,0.0801737,519.194,6573.1,1,1,1,1
didi__VirtualAPK,,java,1,143,230,30,132,817,666,151,1421,401,1020,1,372,107,216,208,20,1218,257,58,585,688,1020,126,6.18939,3,97,10.3339,3.03788,1,56,0.716034,0,17,1.52824,0.716034,0,29,1.8925,1.24847,1,11,1.71571,96,0.151515,0.151515,6,2,1.05263,0.465217,15,0.465217,12,12,4,0.933333,2,9,4.4,8,24,0.993007,2,9,1.60839,4,14,6.18939,3,97,2.05263,1,4,45,2.41698,16.1927,46.8256,219.789,4.3603,2895.67,0.0732631,515.224,5380.09,1,1,1,1
doocs__jvm,,java,1,6,53,0,1,2,1,1,1,0,1,1,58,0,1,0,0,2,1,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,,,0,0,0,,,0,0,0,0,4,,,,,,,,0.833333,3,3,8.83333,27,27,2,2,2,1,1,1,1,0,10,15,49.8289,1.625,80.972,0.0166096,49.8289,80.972,0,0,0,0
doocs__leetcode,,java,1,4528,29057,0,6,22,16,6,25,2,23,1,33584,0,6,0,0,24,6,0,11,6,23,0,3.66667,3.5,5,0.745356,0.333333,0,2,0.5,0,2,0.583874,0.5,0,2,0.657129,1.04545,1,3,3,4,0,0,0,,,0,0,0,0,6,,,,,,,,0.999779,1,119,6.41718,11,24,3.66667,3.5,5,2.63636,2.5,6,8,2.01236,19.1875,79.6875,347.05,16.1064,7765.14,0.115683,665,21300.4,0,0,0,0
dropwizard__dropwizard,,java,1,714,1277,129,1254,6394,5114,1280,5553,2065,3488,1,1990,1542,2163,1712,387,8459,1635,1244,4504,5648,3488,930,5.09888,3,118,6.93682,1.64673,1,38,0.70441,0,41,1.69192,0.70441,0,59,2.4139,0.545511,0,9,2.73511,34,0.308612,0.308612,42,5,1.38684,1.20752,16,1.20752,93,14,7,0.976744,2,28,9.71318,29,66,0.998599,2,40,1.78852,5,26,5.09888,3,118,2.28621,1,4,539,8.0096,15.7145,50.7826,225.266,1.98459,2470.18,0.0750886,500.374,1702.68,1,1,1,1
dropwizard__metrics,,java,1,531,540,56,561,3363,2673,690,4260,1818,2442,1,1070,629,955,778,155,5181,1012,613,4291,4861,2442,1180,5.99465,4,54,5.88193,3.24064,1,55,1.27594,1,29,2.25018,1.27594,0,131,6.24226,0.726137,0,14,2.67382,39,0.276292,0.276292,16,3,1.33562,1.16481,12,1.16481,137,12,5,0.964286,2,23,9.98214,18,125,0.998117,1,41,1.01695,2,47,5.99643,4,54,2.77044,1,6,45,3.74899,18.9055,70.1875,337.555,3.56348,2615.04,0.112518,721.103,5132.84,1,1,1,1
dyc87112__SpringBoot-Learning,,java,1,1269,727,79,244,639,419,220,539,226,313,1,1995,22,475,333,7,865,260,23,99,276,313,48,2.61885,2,17,1.87253,0.92623,0,8,0.15493,0,8,0.64962,0.15493,0,3,0.414264,0.489828,0,2,1.22124,6,0.0286885,0.0286885,1,1,1,0.0302613,4,0.0302613,2,13,4,0.987342,1,64,3.07595,5,32,0.999212,2,52,0.572892,2,7,2.61885,2,17,1.64789,1,3,16,2.1029,12.3362,31.3913,127.429,1.65995,341.663,0.0424762,296.128,1025.72,1,1,1,1
elastic__logstash,,java,1,632,3255,64,764,4751,3963,788,5957,1703,4254,1,3886,1101,1322,1030,300,6454,1475,1207,5832,4512,4254,1240,6.21859,4,59,7.28734,2.22906,1,77,1.22753,1,30,2.09524,1.22753,0,55,3.02884,0.89539,1,11,2.64944,58,0.39267,0.39267,19,5,1.61566,0.338249,50,0.338249,68,12,5,0.96875,3,17,11.9375,30,69,0.998418,3,24,5.15032,10,210,6.22251,4,59,2.50621,1,6,63,3.55368,18.3316,63.2744,301.907,4.28928,3077.01,0.100636,727.498,6086.4,1,1,1,1
elunez__eladmin,,java,1,122,308,57,288,1253,1039,214,1955,699,1256,1,429,664,564,353,69,1952,339,105,781,809,1256,462,4.35069,3,40,4.41178,2.42708,1,16,0.623304,0,13,1.24885,0.623304,0,27,1.50503,1.00239,1,7,1.15737,40,0.239583,0.239583,20,2,1.01449,2.15584,19,2.15584,38,12,5,0.982456,4,11,5.05263,10,28,0.991803,3,7,2.52459,5,19,4.35069,3,40,1.86672,1,4,32,2.81836,21.3034,65.8189,317.942,4.18229,3563.22,0.105981,698.542,6220.76,1,1,1,1
facebook__fresco,,java,1,1125,2824,161,995,7886,6925,961,10792,3731,7061,1,3948,2111,1753,1389,319,11617,1848,904,9781,13531,7061,1877,7.92563,5,79,9.17132,3.74975,2,40,1.2403,0,36,2.0634,1.2403,0,86,3.45016,0.895384,0,23,3.62664,154,0.320603,0.320603,32,5,1.46465,0.747521,38,0.747521,117,14,6,0.975155,3,20,6.18012,12,120,0.999111,2,35,2.51022,7,73,7.93266,5,79,3.13567,1,7,193,5.05944,16.7731,70.063,327.732,3.99559,3044.1,0.109244,767.022,5145.96,1,1,1,1
firebase__quickstart-android,,java,1,572,835,45,92,572,477,95,718,294,424,1,1406,44,175,145,23,866,105,28,409,729,424,31,6.21739,4.5,20,4.67144,3.19565,3,14,0.715035,0,11,1.37571,0.715035,0,13,1.09716,0.741259,0,7,2.47959,9,0.25,0.25,9,1,1,0.0526946,6,0.0526946,6,14,6,0.977778,3,7,2.04444,4,19,0.998252,2,27,1.45979,4,18,6.21739,4.5,20,2.63636,2,6,15,2.42595,17.5303,57.5411,268.221,3.35166,1907.92,0.0894068,661.678,4290.65,1,1,1,1
forezp__SpringCloudLearning,,java,1,1977,4650,37,94,223,133,90,113,43,70,1,6626,7,185,128,2,266,92,2,9,48,70,8,2.37234,2,6,0.874996,0.457447,0,5,0.0403587,0,2,0.2184,0.0403587,0,1,0.196799,0.313901,0,2,1.11628,2,0.0212766,0.0212766,1,1,1,0.00150538,1,0.00150538,2,12,5,0.891892,2,14,2.51351,4,35,0.999494,2,46,2.35205,4,190,2.37234,2,6,1.10762,1,1,11,1.27307,9.28,22.216,87.6175,1.96952,543.603,0.0292058,151.236,346.211,1,1,1,1
fuzhengwei__itstack-demo-design,,java,1,729,310,59,203,805,619,186,944,239,705,1,1038,188,404,263,68,1044,312,127,299,533,705,88,3.96552,2,15,3.05512,1.17734,1,7,0.371429,0,19,1.26978,0.371429,0,17,0.965197,0.875776,1,5,2.23013,9,0.334975,0.334975,8,2,1.07463,0.606452,7,0.606452,8,14,7,0.983051,2,30,3.44068,4,72,0.998628,1,51,0.42524,1,8,3.97044,2,15,1.54658,1,3,42,2.24895,10.1634,30.5275,128.544,2.18715,1237.75,0.042848,259.147,1324.5,1,1,1,1
getActivity__AndroidProject,,java,1,114,538,27,307,1901,1574,327,2823,800,2023,1,651,370,465,482,193,2701,545,194,1453,2203,2023,317,6.19218,4,44,6.8444,2.60586,1,40,0.764335,0,27,1.58942,0.764335,0,30,2.01133,1.06418,1,9,2.75375,22,0.628664,0.628664,23,3,1.52033,0.687732,21,0.687732,25,11,4,0.962963,5,9,11.3704,34,65,0.991228,2,28,4.7193,12,80,6.19218,4,44,2.32877,1,5,51,3.08988,15.5174,58.5259,288.876,4.87361,6676.78,0.0962919,625.134,6521.91,1,1,1,1
goldze__MVVMHabit,,java,1,116,229,66,172,1023,855,168,1443,411,1032,1,344,192,310,270,43,1434,244,75,587,768,1032,129,5.94767,3,44,7.2899,2.38953,1,22,0.573803,0,15,1.20774,0.573803,0,20,1.36718,1.0088,1,7,1.86861,17,0.25,0.25,9,3,1.65854,0.838428,11,0.838428,23,13,6,0.969697,3,14,2.60606,6,15,0.991379,3,14,1.97414,4,21,5.94767,3,44,2.00587,1,4,38,2.50356,15.3678,48.8993,225.557,5.19192,3842.65,0.0751855,549.951,6478.04,1,1,1,1
google__android-classyshark,,java,1,93,189,58,164,867,702,165,1165,458,707,1,281,214,296,251,31,1325,205,158,720,965,707,141,5.28659,4,25,4.95807,2.79268,1,61,0.83045,0,11,1.45366,0.83045,1,16,1.3585,0.815456,1,9,2.10699,13,0.189024,0.189024,6,2,1.16667,1.13228,19,1.13228,17,12,7,0.982759,5,7,2.81034,6,12,0.989247,3,8,2.03226,4,9,5.28659,4,25,2.4729,1,5,27,2.93452,17.314,66.5405,327.687,5.61776,6498.45,0.109229,814.348,9645.3,1,1,1,1
google__auto,,java,1,155,378,35,1134,4796,3847,949,3544,820,2724,1,532,262,1440,1991,243,5616,1830,585,3051,1876,2724,340,4.22928,3,129,7.06535,0.723104,0,19,0.636155,0,30,1.60224,0.636155,0,48,1.8725,0.567973,0,24,2.2878,28,0.214286,0.214286,13,3,1.16438,0.693122,7,0.693122,45,14,7,0.885714,3,6,32.2286,118,391,0.993548,2,6,2.43871,5,54,4.23369,3,129,1.78211,1,4,44,2.70496,20.0994,71.981,350.226,3.07046,2050.2,0.116742,770,4199.95,1,1,1,1
google__grafika,,java,1,25,101,4,87,602,517,85,1245,637,608,1,125,54,139,124,12,1239,94,92,583,1615,608,133,6.91954,6,20,4.66885,7.32184,6,39,0.968439,0,14,1.69051,0.968439,1,17,1.68361,1.00997,1,10,2.53532,19,0.137931,0.137931,2,2,1.25,0.534653,8,0.534653,13,10,3,0.75,1,1,21.75,73,73,0.96,2,13,4.04,11,41,6.91954,6,20,4.08472,2,9,37,4.5997,21.7931,83.5546,416.947,6.74323,7158.88,0.138982,1044.39,16115.6,1,1,1,1
google__guice,,java,1,232,781,43,2123,7630,5907,1723,7228,2054,5174,1,1012,2214,2728,3683,859,9684,2830,2439,10873,4800,5174,1730,3.59397,2,80,5.94337,0.967499,0,21,1.42503,0,25,2.39436,1.42503,0,1029,17.4598,0.678113,0,20,2.3369,26,0.404616,0.404616,125,4,1.39562,2.83483,32,2.83483,170,11,4,0.953488,2,20,49.3721,124,667,0.99569,2,22,3.36638,7,116,3.60057,2,80,2.15583,1,5,66,3.28884,21.9629,89.8393,453.283,4.09517,4732.39,0.151094,1067.68,7006.77,1,1,1,1
google__tsunami-security-scanner,,java,1,129,274,35,279,1362,1115,247,1007,366,641,1,402,229,466,405,82,1728,440,306,1376,1068,641,153,4.88172,3,35,5.28442,1.31183,0,16,1.01028,0,15,1.81846,1.01028,0,39,3.01439,0.470631,0,10,2.91803,22,0.293907,0.293907,19,3,1.32927,0.835766,20,0.835766,14,13,6,0.971429,2,11,7.97143,21,59,0.992248,2,11,2.12403,5,24,4.88172,3,35,2.06608,1,5,19,2.15038,16.5279,51.4458,234.532,2.46233,1175.01,0.0781773,597.25,1904.83,1,1,1,1
googlesamples__easypermissions,,java,1,38,66,6,31,259,226,33,399,131,268,1,103,34,58,40,16,390,59,42,167,521,268,35,8.35484,6,52,8.75674,4.22581,1,18,0.644788,0,11,1.29645,0.644788,0,28,2.38182,1.03475,1,8,3.9771,38,0.516129,0.516129,6,2,1.18182,0.515152,6,0.515152,6,10,3,0.833333,3,3,5.16667,17,17,0.973684,2,8,1.73684,6,11,8.35484,6,52,2.42857,2,6,11,2.15018,17.1144,51.5323,229.573,2.41385,865.871,0.0765242,535,1805.03,1,1,1,1
graphql-java__graphql-java,,java,1,138,1141,61,1161,8606,7384,1222,11570,2716,8854,1,1278,4195,1888,1646,757,11322,4690,1403,11263,8229,8854,4864,7.41258,5,112,8.2024,2.33936,1,33,1.30874,0,92,3.40323,1.30874,0,127,3.91536,1.02882,1,11,3.02982,44,0.652024,0.652024,38,6,1.46583,3.6766,76,3.6766,312,10,4,0.918033,1,17,19.0164,48,132,0.992754,3,16,8.26812,25,81,7.46512,5,112,1.92424,1,4,62,2.33502,15.3088,56.7678,267.028,3.47598,2913.56,0.0890094,596.112,4054.82,1,1,1,1
greenrobot__EventBus,,java,1,64,141,10,171,677,511,166,656,241,415,1,204,68,268,254,79,918,212,130,639,780,415,154,3.95906,2,31,4.20297,1.40936,0,22,0.94387,1,9,1.30665,0.94387,0,84,4.72084,0.612999,0,5,3.23651,101,0.461988,0.461988,14,3,1.54545,0.48227,6,0.48227,8,10,3,0.9,2,5,17.1,19,112,0.984375,2,10,2.20312,5,22,3.95906,2,31,2.11226,1,5,23,2.45896,16.1311,54.7123,246.626,3.76755,2209.17,0.0822087,539.591,3829.68,1,1,1,1
greenrobot__greenDAO,,java,1,151,310,35,297,2469,2095,374,2874,770,2104,1,460,687,538,387,140,3239,758,292,3061,2535,2104,762,8.31313,6,90,10.0574,2.59259,1,36,1.23977,1,20,2.15744,1.23977,0,57,3.3766,0.852167,1,12,3.29221,167,0.47138,0.47138,23,6,2.04348,2.21613,41,2.21613,54,12,4,0.971429,1,16,8.48571,17,74,0.993377,2,8,2.05298,6,41,8.31313,6,90,2.69583,1,7,73,3.56327,14.0943,46.6593,204.367,3.06493,1461.58,0.0681222,554.652,3138.99,1,1,1,1
guardianproject__haven,,java,1,121,356,8,50,395,348,47,642,308,334,1,476,59,91,66,4,703,55,44,314,709,334,54,7.9,5,63,9.79234,6.16,3,51,0.794937,0,29,2.20379,0.794937,0,14,1.29105,0.84557,1,4,2.30195,29,0.08,0.08,2,1,1,0.16573,9,0.16573,14,10,4,0.875,3,3,6.25,17,17,0.991736,2,39,2.94215,7,32,7.9,5,63,3.04051,2,6,39,4.41842,17.9763,66.3521,329.414,5.10019,6322.3,0.109805,839.668,9705.52,1,1,1,1
guolindev__LitePal,,java,1,79,235,33,135,1181,1055,126,1519,354,1165,1,313,347,264,172,59,1535,244,247,2522,1017,1165,210,8.74815,5,73,10.8394,2.62222,2,12,2.13548,1,27,3.20355,2.13548,1,86,5.04429,0.986452,1,9,2.87288,29,0.437037,0.437037,17,5,1.45763,1.4766,22,1.4766,28,11,4,0.939394,3,8,4.09091,8,19,0.987342,3,8,2.97468,8,26,8.74815,5,73,3.38442,1,8,82,5.69486,16.5063,70.5313,327.584,4.68821,3887.16,0.109195,831.672,7359.84,1,1,1,1
gyf-dev__ImmersionBar,,java,1,87,358,21,127,946,820,126,1015,379,636,1,444,160,246,155,63,1325,272,69,779,1093,636,66,7.44882,4,244,21.5559,2.98425,1,40,0.823467,1,16,1.41702,0.823467,0,30,2.01304,0.672304,0,4,2.88391,85,0.496063,0.496063,30,3,1.28571,0.446927,15,0.446927,57,12,5,0.952381,2,10,6.04762,7,38,0.988506,1,19,4.11494,10,63,7.44882,4,244,1.99049,1,4,32,2.03066,13.9663,43.865,195.529,3.76592,2264.1,0.0651762,439.232,3927.95,1,1,1,1
gzu-liyujiang__AndroidPicker,,java,1,134,310,29,186,1589,1383,206,2426,652,1774,1,443,298,353,233,81,2241,419,176,1809,2436,1774,297,8.54301,4,107,12.8071,3.50538,1,64,1.13845,0,27,2.31388,1.13845,1,32,1.9765,1.11643,1,15,3.7362,38,0.435484,0.435484,9,4,1.74242,0.96129,18,0.96129,13,11,4,0.965517,5,8,6.41379,19,32,0.992537,2,13,2.31343,7,18,8.54301,4,107,2.45941,1,6,42,3.39776,14.5602,56.2092,260.774,5.15365,5281.41,0.0869246,644.186,7041.15,1,1,1,1
hackware1993__MagicIndicator,,java,1,45,92,19,50,505,463,42,724,218,506,1,136,138,95,73,22,723,56,103,435,735,506,39,10.1,6,40,9.25041,4.36,2.5,18,0.861386,0,16,2.31837,0.861386,0,25,2.68265,1.00198,1,5,3.37156,12,0.44,0.44,7,4,1.55,1.5,16,1.5,15,14,7,0.947368,3,4,2.63158,7,11,0.977778,2,9,2.04444,5,13,10.1,6,40,1.99208,1,5,14,2.34625,14.0539,50.6112,239.243,4.42178,4040.56,0.0797476,754.005,6177.47,1,1,1,1
hdodenhof__CircleImageView,,java,1,28,31,4,3,41,36,5,69,28,41,1,58,0,5,7,0,69,5,1,19,80,41,0,13.6667,2,37,16.4992,9.33333,0,28,0.463415,0,2,0.588407,0.463415,0,5,1.14971,1,1,4,2.85714,6,0,0,0,,,0,0,0,0,10,3,0.75,1,1,0.75,2,2,0.964286,2,7,1.10714,2,10,13.6667,2,37,3.17073,3,6,15,2.80159,14.0286,52.4,229.05,5.57299,2952.55,0.0763501,728.293,7896.81,0,0,1,0
heibaiying__BigData-Notes,,java,1,199,630,21,64,244,181,63,279,94,185,1,828,32,127,82,0,338,65,28,39,212,185,5,3.8125,2,17,3.17153,1.46875,1,6,0.159836,0,3,0.456135,0.159836,0,3,0.507188,0.758197,0,6,2.25532,15,0,0,0,,,0.0507937,4,0.0507937,3,12,3,0.904762,2,12,3,8,15,0.994975,2,8,3.16583,2,406,3.8125,2,17,2.82377,2,6,23,3.38598,22.1329,63.8324,311.532,4.091,2334,0.103844,884.898,8430.35,1,0,1,1
