repo,subrepo,lang,includes,contains,requires,declares,encloses,specializes,encapsulates,returns,instantiates,invokes,uses,parameterizes,typed,measures,overrides
eugenp__tutorials,spring-core-4,java,1,19,0,28,18,0,59,17,2,11,23,31,7,101,0
eugenp__tutorials,spring-core,java,1,63,24,90,62,0,175,73,15,12,76,54,17,327,0
eugenp__tutorials,spring-credhub,java,1,11,5,12,10,0,34,6,1,10,18,19,5,58,0
eugenp__tutorials,spring-cucumber,java,1,8,0,10,7,0,13,5,0,0,0,2,0,33,0
eugenp__tutorials,spring-di-2,java,1,32,3,42,31,2,90,32,6,11,42,15,10,151,0
eugenp__tutorials,spring-di-3,java,1,73,3,108,72,7,106,56,8,12,22,32,6,249,0
eugenp__tutorials,spring-di-4,java,1,72,12,102,74,8,130,69,13,9,49,41,24,276,0
eugenp__tutorials,spring-di,java,1,82,18,122,81,14,136,70,17,17,48,40,26,297,0
eugenp__tutorials,spring-drools,java,1,12,6,10,11,0,24,5,2,4,15,7,2,42,0
eugenp__tutorials,spring-ejb-modules,java,1,38,0,42,37,5,78,17,0,4,29,24,4,136,0
eugenp__tutorials,spring-exceptions,java,1,139,41,176,138,30,249,83,2,46,58,66,17,488,0
eugenp__tutorials,spring-integration,java,1,36,2,47,49,1,189,23,3,31,74,79,6,321,0
eugenp__tutorials,spring-jersey,java,1,21,10,22,20,1,44,16,6,14,25,27,11,87,0
eugenp__tutorials,spring-jinq,java,1,14,4,14,13,2,52,7,0,2,18,25,2,88,0
eugenp__tutorials,spring-kafka-2,java,1,49,3,74,48,0,167,37,0,23,66,53,14,291,0
eugenp__tutorials,spring-kafka-3,java,1,43,0,62,45,0,148,36,5,17,44,89,10,254,0
eugenp__tutorials,spring-kafka-4,java,1,10,0,12,13,0,33,6,1,3,16,17,0,58,0
eugenp__tutorials,spring-kafka,java,1,47,1,69,53,0,237,46,8,43,116,70,9,363,0
eugenp__tutorials,spring-katharsis,java,1,15,14,18,14,0,64,12,3,7,46,46,10,112,0
eugenp__tutorials,spring-mobile,java,1,6,0,6,5,0,10,3,0,2,1,4,0,23,0
eugenp__tutorials,spring-protobuf,java,1,10,0,22,31,6,349,169,10,132,229,161,24,327,0
eugenp__tutorials,spring-pulsar,java,1,7,0,8,6,0,26,5,0,2,14,10,3,36,0
eugenp__tutorials,spring-quartz,java,1,13,3,12,12,0,35,6,2,6,18,12,1,60,0
eugenp__tutorials,spring-reactive-modules,java,1,58,18,64,57,3,112,33,11,8,14,58,11,235,0
eugenp__tutorials,spring-remoting-modules,java,1,5,0,4,4,0,6,2,0,0,0,2,0,15,0
eugenp__tutorials,spring-roo,java,1,54,10,44,32,4,32,19,0,0,2,16,2,76,0
eugenp__tutorials,spring-scheduling-2,java,1,16,9,18,15,0,38,19,9,5,16,16,11,71,0
eugenp__tutorials,spring-scheduling,java,1,33,1,49,34,1,97,26,5,3,24,25,3,186,0
eugenp__tutorials,spring-security-modules,java,1,13,1,12,12,0,24,7,0,7,7,5,1,46,0
eugenp__tutorials,spring-shell,java,1,10,0,12,9,0,25,6,0,3,3,15,0,56,0
eugenp__tutorials,spring-soap,java,1,10,0,12,9,0,20,7,1,0,5,8,2,40,0
eugenp__tutorials,spring-spel,java,1,17,4,22,16,0,195,15,3,7,174,60,8,288,0
eugenp__tutorials,spring-state-machine,java,1,14,2,16,13,0,37,8,5,8,7,17,0,80,0
eugenp__tutorials,spring-static-resources,java,1,14,0,14,13,0,29,7,0,5,5,17,0,61,0
eugenp__tutorials,spring-swagger-codegen,java,1,11,0,10,10,0,16,4,0,3,2,6,2,33,0
eugenp__tutorials,spring-vault,java,1,14,0,18,13,0,28,11,0,1,13,13,4,57,0
eugenp__tutorials,spring-web-modules,java,1,23,7,32,22,1,72,19,2,7,38,29,9,122,0
eugenp__tutorials,spring-websockets,java,1,23,0,34,22,0,66,19,6,7,30,33,2,124,0
eugenp__tutorials,static-analysis,java,1,4,0,4,3,0,5,2,0,0,0,1,0,13,0
eugenp__tutorials,tensorflow-java,java,1,5,0,4,4,0,6,2,0,2,0,5,0,15,0
eugenp__tutorials,testing-modules,java,1,23,0,30,22,2,85,20,1,3,61,36,9,142,0
eugenp__tutorials,text-processing-libraries-modules,java,1,10,2,8,9,0,25,5,1,3,16,9,3,43,0
eugenp__tutorials,timefold-solver,java,1,7,0,8,6,0,30,8,0,3,20,14,2,44,0
eugenp__tutorials,vaadin,java,1,21,14,33,26,0,68,15,8,15,54,27,18,113,0
eugenp__tutorials,vavr-modules,java,1,28,9,28,27,0,61,16,1,10,29,27,5,103,0
eugenp__tutorials,vertx-modules,java,1,17,8,16,16,0,34,8,1,1,19,8,6,59,0
eugenp__tutorials,video-tutorials,java,1,96,45,139,137,34,521,129,5,56,331,233,60,770,0
eugenp__tutorials,web-modules,java,1,14,0,16,13,0,40,8,0,0,13,11,0,63,0
eugenp__tutorials,webrtc,java,1,6,0,6,5,0,8,3,1,0,2,5,0,18,0
eugenp__tutorials,xml-2,java,1,18,0,18,17,0,59,9,3,26,25,39,0,105,0
eugenp__tutorials,xml,java,1,60,20,79,65,1,246,55,15,67,136,101,27,394,0
eugenp__tutorials,xstream,java,1,30,3,34,29,0,154,20,4,9,110,50,0,250,0
facebook__fresco,,java,31,1105,1542,1335,1110,293,7904,1548,493,4994,6654,6215,1346,10636,33
facebook__litho,lib,java,1,41,4,75,42,5,566,137,5,175,214,444,118,920,6
facebook__litho,litho-annotations,java,1,72,0,123,66,0,61,5,0,0,0,0,0,105,0
facebook__litho,litho-core,java,1,328,3,95,93,5,1381,148,35,825,1273,1304,228,1869,175
facebook__litho,litho-editor-core,java,1,33,54,55,52,22,178,62,39,73,97,220,52,290,0
facebook__litho,litho-editor-flipper,java,1,15,0,18,13,0,111,7,4,27,1,153,0,224,0
facebook__litho,litho-espresso,java,1,16,1,16,13,1,43,10,0,15,5,29,0,88,0
facebook__litho,litho-flexlayout,java,1,44,7,49,39,0,140,39,2,89,132,174,71,195,0
facebook__litho,litho-fresco,java,1,10,0,10,8,0,40,6,1,0,10,56,0,56,0
facebook__litho,litho-instrumentation-tests,java,1,22,0,24,17,0,36,18,3,6,4,33,5,82,0
facebook__litho,litho-intellij-plugin,java,1,118,127,214,151,10,711,130,30,240,326,670,23,1073,0
facebook__litho,litho-it,java,1,10,0,9,10,0,6,3,0,0,1,8,1,15,0
facebook__litho,litho-processor,java,1,149,372,277,179,31,1581,530,109,1860,1190,1348,484,2278,0
facebook__litho,litho-rendercore-incremental-mount,java,1,11,0,15,15,1,105,16,4,56,86,107,20,134,0
facebook__litho,litho-rendercore-testing,java,1,25,2,50,44,5,249,79,18,54,191,203,11,318,2
facebook__litho,litho-rendercore-text,java,1,18,2,26,23,0,232,22,5,64,255,186,27,248,0
facebook__litho,litho-rendercore-transitions,java,1,71,57,138,123,40,722,163,74,448,742,487,235,923,3
facebook__litho,litho-rendercore-visibility,java,1,19,0,9,12,0,92,11,4,52,65,73,7,121,0
facebook__litho,litho-rendercore-yoga,java,1,7,0,10,10,0,67,7,3,41,71,61,6,69,0
facebook__litho,litho-sections-annotations,java,1,18,0,24,16,0,6,0,0,0,0,0,0,18,0
facebook__litho,litho-sections-core,java,1,51,13,102,93,4,643,123,30,463,539,787,174,849,5
facebook__litho,litho-sections-processor,java,1,21,7,24,18,2,186,18,6,26,113,97,6,293,0
facebook__litho,litho-sections-widget,java,1,28,0,56,50,9,314,92,19,39,263,312,53,364,15
facebook__litho,litho-testing,java,1,160,21,194,150,10,1017,266,50,268,653,931,38,1541,15
facebook__litho,litho-widget-material,java,1,8,1,6,10,0,57,5,3,2,7,184,5,57,0
facebook__litho,litho-widget,java,1,122,2,296,271,31,1885,256,87,925,1643,2234,275,2153,1
facebook__litho,sample-codelab,java,1,31,8,46,33,0,85,26,2,14,19,75,9,168,0
facebook__litho,sample,java,1,504,28,446,297,32,1088,241,26,193,463,1169,100,1875,0
firebase__quickstart-android,,java,10,221,34,143,119,23,752,89,27,374,667,403,30,1064,0
flowable__flowable-engine,ide-settings,java,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
flowable__flowable-engine,modules,java,1,17,8,24,16,2,128,20,0,0,0,82,1,140,88
flyway__flyway,flyway-commandline,java,1,34,12,51,43,3,235,31,13,169,117,168,24,366,0
flyway__flyway,flyway-database,java,1,13,0,16,11,0,63,9,8,16,7,66,6,123,0
flyway__flyway,flyway-gradle-plugin,java,1,14,1,20,13,7,170,10,0,30,129,32,1,88,0
flyway__flyway,flyway-maven-plugin,java,1,13,0,21,13,7,105,10,3,19,76,24,0,75,0
forezp__SpringCloudLearning,chapter-sleuth-mysql,java,1,5,0,4,4,0,8,2,0,0,1,1,0,18,0
forezp__SpringCloudLearning,chapter-sleuth-stream-elasticsearch,java,1,5,0,4,4,0,4,2,0,0,0,1,0,12,0
forezp__SpringCloudLearning,chapter-sleuth-stream-mysql,java,1,5,0,4,4,0,4,2,0,0,0,1,0,12,0
forezp__SpringCloudLearning,chapter-sleuth-stream,java,1,5,0,4,4,0,4,2,0,0,0,1,0,12,0
forezp__SpringCloudLearning,chapter-sleuth,java,1,5,0,4,4,0,8,2,0,0,1,1,0,18,0
forezp__SpringCloudLearning,chapter2,java,1,7,1,6,6,0,9,3,0,1,2,3,1,20,0
forezp__SpringCloudLearning,chapter3,java,1,7,1,6,6,0,6,2,0,1,1,3,1,14,0
forezp__SpringCloudLearning,chapter4,java,1,8,1,8,7,1,8,3,0,1,1,4,1,20,0
forezp__SpringCloudLearning,chapter5,java,1,8,1,8,7,1,8,3,0,1,1,4,1,20,0
forezp__SpringCloudLearning,sc-2020-chapter1,java,1,9,1,6,8,0,6,2,0,1,1,2,1,14,0
forezp__SpringCloudLearning,sc-2020-chapter2,java,1,9,1,6,8,0,6,2,0,1,1,2,1,14,0
forezp__SpringCloudLearning,sc-2020-chapter3,java,1,9,1,6,8,0,6,2,0,1,1,2,1,14,0
forezp__SpringCloudLearning,sc-2020-chapter4,java,1,9,1,6,8,0,6,2,0,1,1,2,1,14,0
forezp__SpringCloudLearning,sc-f-boot-admin-cloud,java,1,5,0,4,4,0,5,2,0,0,2,3,0,11,0
forezp__SpringCloudLearning,sc-f-chapter2,java,1,8,1,6,7,0,9,3,0,1,2,3,1,20,0
forezp__SpringCloudLearning,sc-f-chapter3,java,1,8,1,6,7,0,6,2,0,1,1,3,1,14,0
forezp__SpringCloudLearning,sc-f-chapter4,java,1,10,3,8,9,1,8,3,0,1,1,4,1,20,0
forezp__SpringCloudLearning,sc-f-chapter5,java,1,10,3,8,9,1,8,3,0,1,1,4,1,20,0
forezp__SpringCloudLearning,sc-f-gateway-cloud,java,1,5,0,5,6,0,13,4,1,0,5,3,1,19,0
forezp__SpringCloudLearning,sc-f-gateway-filter,java,1,12,0,11,12,0,23,7,1,0,8,7,1,37,0
forezp__SpringCloudLearning,sc-f-gateway-limiter,java,1,4,0,6,3,0,9,5,2,0,0,3,0,22,0
forezp__SpringCloudLearning,springcloud-alibaba,java,1,7,1,6,6,0,9,2,0,1,2,2,1,18,0
fuzhengwei__itstack-demo-design,itstack-demo-design-1-00,java,1,15,0,16,14,0,38,9,1,0,20,17,1,69,0
fuzhengwei__itstack-demo-design,itstack-demo-design-1-01,java,1,7,0,6,6,0,28,4,1,7,17,12,1,44,0
fuzhengwei__itstack-demo-design,itstack-demo-design-1-02,java,1,11,7,10,10,3,18,5,3,3,6,20,0,30,0
fuzhengwei__itstack-demo-design,itstack-demo-design-10-00,java,1,9,1,6,8,0,23,6,1,0,17,12,0,38,0
fuzhengwei__itstack-demo-design,itstack-demo-design-10-02,java,1,12,2,10,11,0,21,5,1,8,7,10,3,37,0
fuzhengwei__itstack-demo-design,itstack-demo-design-11-02,java,1,10,1,10,9,0,36,8,2,8,23,12,3,55,0
fuzhengwei__itstack-demo-design,itstack-demo-design-12-00,java,1,9,2,8,8,0,11,2,0,1,3,4,0,21,0
fuzhengwei__itstack-demo-design,itstack-demo-design-13-02,java,1,11,6,10,10,3,26,11,3,9,23,25,2,37,0
fuzhengwei__itstack-demo-design,itstack-demo-design-14-02,java,1,19,13,22,18,8,31,9,0,5,14,5,9,54,0
fuzhengwei__itstack-demo-design,itstack-demo-design-15-00,java,1,12,2,12,11,2,37,7,1,6,28,24,3,52,0
fuzhengwei__itstack-demo-design,itstack-demo-design-16-02,java,1,19,2,24,18,2,89,14,4,32,51,48,2,140,0
fuzhengwei__itstack-demo-design,itstack-demo-design-17-00,java,1,8,0,8,7,0,31,10,1,3,27,14,7,49,0
fuzhengwei__itstack-demo-design,itstack-demo-design-18-01,java,1,7,0,6,6,1,15,4,1,0,11,8,0,23,0
fuzhengwei__itstack-demo-design,itstack-demo-design-18-02,java,1,13,8,15,14,3,30,10,4,9,18,19,7,53,0
fuzhengwei__itstack-demo-design,itstack-demo-design-19-00,java,1,7,0,6,6,0,23,4,2,10,14,12,0,38,0
fuzhengwei__itstack-demo-design,itstack-demo-design-19-01,java,1,6,0,4,5,0,9,3,1,0,6,7,0,17,0
fuzhengwei__itstack-demo-design,itstack-demo-design-19-02,java,1,15,14,20,14,7,80,73,56,7,6,130,0,166,0
fuzhengwei__itstack-demo-design,itstack-demo-design-2-00,java,1,12,2,10,11,1,31,4,0,4,28,40,1,52,0
fuzhengwei__itstack-demo-design,itstack-demo-design-2-01,java,1,8,1,4,7,1,12,1,0,0,12,24,0,17,0
fuzhengwei__itstack-demo-design,itstack-demo-design-2-02,java,1,16,4,16,15,3,41,6,1,3,15,57,3,76,0
fuzhengwei__itstack-demo-design,itstack-demo-design-20-02,java,1,11,4,12,10,4,12,5,0,1,1,13,0,29,0
fuzhengwei__itstack-demo-design,itstack-demo-design-21-00,java,1,10,6,10,9,3,22,5,0,9,13,26,0,45,0
fuzhengwei__itstack-demo-design,itstack-demo-design-22-00,java,1,15,17,14,14,4,24,6,2,7,18,19,10,45,0
fuzhengwei__itstack-demo-design,itstack-demo-design-3-00,java,1,18,8,18,16,8,53,8,0,0,0,0,0,114,0
fuzhengwei__itstack-demo-design,itstack-demo-design-3-02,java,1,7,0,6,6,1,20,14,3,3,18,13,0,30,0
fuzhengwei__itstack-demo-design,itstack-demo-design-4-00,java,1,6,0,4,5,0,19,4,0,0,15,10,0,29,0
fuzhengwei__itstack-demo-design,itstack-demo-design-4-02,java,1,9,2,8,8,0,24,8,1,8,18,12,1,39,0
fuzhengwei__itstack-demo-design,itstack-demo-design-5-00,java,1,12,0,17,13,0,25,15,4,1,6,1,6,43,0
fuzhengwei__itstack-demo-design,itstack-demo-design-6-00,java,1,11,0,10,10,0,54,5,0,0,30,16,0,83,0
fuzhengwei__itstack-demo-design,itstack-demo-design-6-01,java,1,7,0,6,6,0,6,3,0,0,0,3,0,16,0
fuzhengwei__itstack-demo-design,itstack-demo-design-6-02,java,1,11,2,10,10,2,24,6,1,1,11,12,0,42,0
fuzhengwei__itstack-demo-design,itstack-demo-design-7-02,java,1,14,3,14,13,5,18,6,0,4,8,16,4,34,0
fuzhengwei__itstack-demo-design,itstack-demo-design-8-02,java,1,26,21,26,25,6,91,18,1,21,54,63,8,150,0
fuzhengwei__itstack-demo-design,itstack-demo-design-9-00,java,1,6,0,4,5,1,3,1,0,0,0,6,0,8,0
fuzhengwei__itstack-demo-design,itstack-demo-design-9-02,java,1,6,0,4,5,1,8,3,0,2,4,8,0,12,0
getActivity__AndroidProject,,java,4,189,370,463,480,193,2700,544,194,1453,2203,2023,317,3314,66
gitpod-io__gitpod,components,java,1,35,6,59,36,1,278,41,6,13,156,175,29,387,0
gocd__gocd,agent-bootstrapper,java,1,10,0,10,9,1,57,6,4,26,31,15,2,76,0
gocd__gocd,agent-common,java,1,27,4,32,30,2,91,16,4,26,58,60,8,114,0
gocd__gocd,agent-launcher,java,1,7,0,6,10,1,44,4,1,19,38,18,3,52,0
gocd__gocd,agent-process-launcher,java,1,7,0,8,10,0,35,5,3,14,27,27,4,47,0
gocd__gocd,agent,java,1,24,7,41,33,3,214,29,7,83,185,142,25,260,0
gocd__gocd,api,java,1,11,2,10,10,2,26,5,0,9,7,29,0,55,0
gocd__gocd,app-server,java,1,9,0,8,8,0,20,6,0,1,3,7,1,38,0
gocd__gocd,base,java,1,59,6,105,80,18,689,81,19,218,277,340,43,864,1
gocd__gocd,commandline,java,1,14,2,18,13,2,133,37,10,65,90,111,17,200,0
gocd__gocd,common,java,1,193,104,350,264,55,1882,407,130,702,1585,1419,342,2912,1
gocd__gocd,config,java,1,347,672,658,426,261,4950,1174,453,3884,3389,3205,1472,7733,2
gocd__gocd,db-support,java,1,12,0,15,17,0,44,10,2,15,17,25,1,55,0
gocd__gocd,development-utility,java,1,6,0,4,5,0,11,5,1,4,7,4,0,19,0
gocd__gocd,domain,java,1,186,203,322,224,71,2502,546,196,1450,1926,1768,418,3953,2
gocd__gocd,jar-class-loader,java,1,8,2,8,7,0,39,7,1,25,11,19,4,66,0
gocd__gocd,jetty,java,1,16,2,24,19,1,80,14,8,26,53,49,5,119,0
gocd__gocd,plugin-infra,java,1,226,216,386,282,66,1724,303,231,803,1301,1511,196,2365,0
gocd__gocd,rack_hack,java,1,6,0,4,5,0,11,2,0,2,6,8,0,19,0
gocd__gocd,server,java,1,902,1049,1715,1156,343,8108,1306,586,4215,6707,8289,2268,11850,8
gocd__gocd,spark,java,1,27,9,146,238,6,666,185,12,150,185,329,15,565,17
gocd__gocd,tfs-impl,java,1,10,3,8,9,0,46,10,6,38,33,59,5,86,0
gocd__gocd,util,java,1,31,0,49,32,3,123,21,2,30,62,95,1,201,0
goldze__MVVMHabit,,java,2,200,192,302,266,43,1426,240,75,587,768,1032,129,2095,0
google__ExoPlayer,demos,java,1,10,0,13,18,1,70,9,5,24,79,49,5,90,0
google__ExoPlayer,extensions,java,1,11,0,8,9,0,46,9,6,16,27,50,1,65,0
google__ExoPlayer,library,java,1,135,143,331,363,49,3750,710,179,1349,5196,2210,376,3553,4
google__ExoPlayer,robolectricutils,java,1,12,0,13,12,0,79,11,4,41,46,80,0,120,0
google__ExoPlayer,testutils,java,1,71,0,240,296,64,1872,413,141,697,1666,1844,166,2306,0
google__android-classyshark,,java,2,197,213,291,244,31,1320,202,158,715,965,706,141,1792,0
google__auto,,java,4,156,109,330,352,63,1808,284,123,1399,1054,1598,223,2405,0
google__closure-compiler,,java,2,130,5,257,209,40,1697,625,92,1936,860,1035,601,2822,35
google__error-prone,annotation,java,1,6,0,9,11,0,25,7,1,3,0,2,1,28,0
google__error-prone,annotations,java,1,32,2,54,31,0,21,1,0,0,0,0,0,50,0
google__error-prone,check_api,java,1,174,216,468,496,157,2782,909,179,1681,1105,2596,720,3935,0
google__error-prone,docgen,java,1,10,0,11,15,0,34,11,3,7,18,18,2,42,0
google__error-prone,docgen_processor,java,1,5,0,4,4,0,19,3,1,3,11,7,0,19,0
google__error-prone,refaster,java,1,6,0,4,5,0,7,2,1,0,4,5,0,13,0
google__error-prone,test_helpers,java,1,8,0,18,23,1,117,40,10,39,73,88,7,157,0
google__grafika,,java,1,56,54,139,124,12,1239,94,92,583,1615,608,133,1091,0
google__guice,,java,14,484,1101,965,821,318,4415,1331,554,3440,2634,3386,968,6000,22
google__tsunami-security-scanner,,java,4,173,140,313,270,56,957,333,55,423,489,580,128,1456,19
googlesamples__easypermissions,,java,2,26,10,38,29,8,221,49,19,71,206,220,20,290,0
graphql-java__graphql-java,,java,1,683,3695,1613,1384,732,10254,4440,1265,10350,7802,8428,4565,13741,486
greenrobot__EventBus,,java,5,116,66,264,251,79,889,210,129,615,766,379,154,1252,0
greenrobot__greenDAO,,java,5,129,137,220,152,34,1499,383,108,869,1227,1085,230,2277,9
grpc__grpc-java,,java,55,1147,3201,2894,3165,845,17194,4474,1971,13282,16381,11436,4954,19948,299
guardianproject__haven,,java,1,80,59,91,66,4,703,55,44,314,709,334,54,829,0
guolindev__LitePal,,java,2,121,204,194,126,31,995,167,134,1283,555,925,138,1625,0
gyf-dev__ImmersionBar,,java,3,146,160,242,153,63,1321,270,69,779,1093,636,66,1993,0
gzu-liyujiang__AndroidPicker,,java,9,225,298,353,233,81,2241,419,176,1809,2436,1774,297,3216,0
hackware1993__MagicIndicator,,java,2,67,138,95,73,22,723,56,103,435,735,506,39,1035,0
heibaiying__BigData-Notes,code,java,1,8,3,8,7,0,21,5,2,3,14,11,1,38,0
hongyangAndroid__AndroidAutoLayout,,java,3,68,84,120,93,28,436,155,66,174,272,440,24,638,0
hongyangAndroid__okhttputils,,java,2,57,51,96,78,24,326,98,45,153,231,261,27,495,9
hs-web__hsweb-framework,,java,18,751,1103,1258,908,309,4715,1120,369,2110,1735,3484,756,6161,28
huanghaibin-dev__CalendarView,,java,2,110,214,198,159,102,1746,143,91,2212,2448,1624,364,2361,0
iBotPeaches__Apktool,,java,4,139,233,230,149,59,1542,235,228,1184,1603,996,208,1813,0
ikew0ng__SwipeBackLayout,,java,2,19,11,24,23,6,247,19,6,135,326,241,12,310,0
iluwatar__java-design-patterns,abstract-document,java,1,15,12,20,14,13,31,5,1,11,4,34,0,54,0
iluwatar__java-design-patterns,abstract-factory,java,1,17,0,30,20,8,44,22,9,6,8,3,6,76,0
iluwatar__java-design-patterns,active-object,java,1,6,0,6,5,1,17,3,2,7,15,4,0,24,0
iluwatar__java-design-patterns,acyclic-visitor,java,1,13,0,20,12,8,18,5,4,4,0,11,10,42,0
iluwatar__java-design-patterns,adapter,java,1,9,0,10,7,1,11,4,2,3,2,1,2,23,0
iluwatar__java-design-patterns,ambassador,java,1,11,1,14,10,2,22,7,2,8,8,9,4,35,0
iluwatar__java-design-patterns,anti-corruption-layer,java,1,19,8,24,17,2,39,13,4,5,9,12,8,58,0
iluwatar__java-design-patterns,async-method-invocation,java,1,10,0,11,11,2,34,8,3,14,18,18,0,40,0
iluwatar__java-design-patterns,balking,java,1,7,0,8,6,0,10,4,1,2,5,5,3,19,0
iluwatar__java-design-patterns,bridge,java,1,10,0,14,9,4,29,8,4,12,8,1,2,55,0
iluwatar__java-design-patterns,builder,java,1,10,0,15,11,0,40,18,2,6,20,8,16,55,0
iluwatar__java-design-patterns,business-delegate,java,1,11,0,14,10,2,17,7,5,4,5,5,5,33,0
iluwatar__java-design-patterns,bytecode,java,1,9,2,10,8,0,36,7,3,12,18,19,2,48,0
iluwatar__java-design-patterns,caching,java,1,19,8,23,17,2,97,31,12,77,102,45,33,142,0
iluwatar__java-design-patterns,callback,java,1,8,0,8,6,1,8,3,1,3,0,2,1,20,0
iluwatar__java-design-patterns,chain-of-responsibility,java,1,11,0,16,10,3,32,7,5,10,5,12,11,61,0
iluwatar__java-design-patterns,circuit-breaker,java,1,12,0,18,11,3,39,8,5,11,39,14,9,55,0
iluwatar__java-design-patterns,client-session,java,1,8,0,8,7,0,13,5,3,2,0,3,2,19,0
iluwatar__java-design-patterns,collecting-parameter,java,1,7,0,8,6,0,19,5,2,9,24,9,5,29,0
iluwatar__java-design-patterns,collection-pipeline,java,1,10,0,14,9,0,25,8,2,15,5,12,2,48,0
iluwatar__java-design-patterns,combinator,java,1,6,0,6,5,0,16,12,0,20,1,13,3,29,0
iluwatar__java-design-patterns,command-query-responsibility-segregation,java,1,22,13,22,21,2,60,17,4,16,27,49,2,84,0
iluwatar__java-design-patterns,command,java,1,9,0,12,8,1,23,6,2,5,7,2,2,41,0
iluwatar__java-design-patterns,component,java,1,16,14,18,15,4,28,8,8,13,11,13,10,50,0
iluwatar__java-design-patterns,composite-entity,java,1,10,0,14,9,3,18,7,4,9,7,6,1,38,0
iluwatar__java-design-patterns,composite-view,java,1,5,0,4,4,0,21,2,1,0,21,9,0,15,0
iluwatar__java-design-patterns,composite,java,1,9,0,12,8,3,20,9,6,10,4,5,1,42,0
iluwatar__java-design-patterns,context-object,java,1,10,0,12,9,0,19,7,4,5,7,7,6,31,0
iluwatar__java-design-patterns,converter,java,1,8,0,10,7,1,30,7,5,9,10,15,2,46,0
iluwatar__java-design-patterns,curiously-recurring-template-pattern,java,1,7,0,12,6,4,12,5,2,4,0,15,0,22,0
iluwatar__java-design-patterns,currying,java,1,6,0,10,13,0,17,8,1,6,12,6,2,28,0
iluwatar__java-design-patterns,data-access-object,java,1,10,0,14,9,2,41,7,10,22,10,23,11,65,0
iluwatar__java-design-patterns,data-bus,java,1,12,19,20,14,6,38,13,5,18,12,17,12,62,0
iluwatar__java-design-patterns,data-locality,java,1,16,10,18,15,3,38,8,7,11,25,5,3,61,0
iluwatar__java-design-patterns,data-mapper,java,1,8,0,10,7,1,20,4,5,5,4,10,6,28,0
iluwatar__java-design-patterns,data-transfer-object,java,1,11,5,22,30,11,74,22,6,21,44,21,2,91,0
iluwatar__java-design-patterns,decorator,java,1,7,0,8,6,2,14,3,2,9,3,1,1,28,0
iluwatar__java-design-patterns,delegation,java,1,11,9,12,10,4,13,5,4,2,3,7,2,29,0
iluwatar__java-design-patterns,dependency-injection,java,1,15,0,22,14,7,22,10,5,10,5,3,6,47,0
iluwatar__java-design-patterns,dirty-flag,java,1,6,0,6,5,0,12,3,3,4,7,2,1,20,0
iluwatar__java-design-patterns,domain-model,java,1,10,0,14,9,2,50,5,2,18,34,29,20,70,0
iluwatar__java-design-patterns,double-buffer,java,1,8,0,10,7,1,24,5,2,10,16,13,1,38,0
iluwatar__java-design-patterns,double-checked-locking,java,1,7,0,6,6,0,9,3,2,1,7,3,1,16,0
iluwatar__java-design-patterns,double-dispatch,java,1,12,2,16,11,5,37,8,4,16,6,40,19,70,0
iluwatar__java-design-patterns,dynamic-proxy,java,1,18,10,26,17,0,41,9,3,16,17,33,4,63,0
iluwatar__java-design-patterns,event-aggregator,java,1,14,0,20,13,7,31,14,5,19,5,23,22,61,0
iluwatar__java-design-patterns,event-based-asynchronous,java,1,13,0,18,12,2,56,7,10,31,35,21,5,78,0
iluwatar__java-design-patterns,event-driven-architecture,java,1,17,17,20,16,5,21,8,6,5,4,8,4,47,0
iluwatar__java-design-patterns,event-queue,java,1,7,0,6,6,0,20,4,1,7,12,4,1,28,0
iluwatar__java-design-patterns,event-sourcing,java,1,19,21,20,18,4,58,14,7,31,39,30,10,87,0
iluwatar__java-design-patterns,execute-around,java,1,7,0,6,6,0,4,2,1,1,0,4,1,11,0
iluwatar__java-design-patterns,extension-objects,java,1,15,20,23,11,9,28,15,6,8,10,13,8,57,0
iluwatar__java-design-patterns,facade,java,1,9,0,13,10,3,27,7,4,22,4,5,1,59,0
iluwatar__java-design-patterns,factory-kit,java,1,12,0,18,11,4,14,8,0,3,0,5,2,35,0
iluwatar__java-design-patterns,factory-method,java,1,12,0,16,11,4,24,12,2,1,8,6,7,43,0
iluwatar__java-design-patterns,factory,java,1,9,0,12,8,2,13,6,0,2,2,2,1,26,0
iluwatar__java-design-patterns,fanout-fanin,java,1,8,0,8,7,0,10,4,1,3,3,6,2,21,0
iluwatar__java-design-patterns,feature-toggle,java,1,13,11,12,12,2,19,5,3,6,7,8,6,38,0
iluwatar__java-design-patterns,filterer,java,1,16,12,22,15,7,46,15,6,9,14,10,2,75,0
iluwatar__java-design-patterns,fluent-interface,java,1,12,5,10,11,2,51,19,12,31,18,26,0,91,0
iluwatar__java-design-patterns,flux,java,1,22,30,28,21,6,43,13,6,17,15,15,21,79,0
iluwatar__java-design-patterns,flyweight,java,1,13,0,20,12,5,23,10,7,2,8,2,1,50,0
iluwatar__java-design-patterns,front-controller,java,1,16,0,24,15,6,25,11,6,8,2,6,1,57,0
iluwatar__java-design-patterns,function-composition,java,1,6,0,4,5,0,4,2,0,1,0,3,0,11,0
iluwatar__java-design-patterns,game-loop,java,1,11,0,16,10,3,30,8,5,21,18,3,3,55,0
iluwatar__java-design-patterns,gateway,java,1,9,0,12,8,3,14,6,4,3,2,4,1,32,0
