repo,subrepo,lang,n_project,n_folder,n_file,n_scope,n_type,n_operation,n_operation_method,n_operation_constructor,n_variable,n_variable_field,n_variable_param,e_includes,e_contains,e_requires,e_declares,e_encloses,e_specializes,e_encapsulates,e_returns,e_instantiates,e_invokes,e_uses,e_parameterizes,e_typed,methods_per_class_mean,methods_per_class_median,methods_per_class_max,methods_per_class_std,fields_per_class_mean,fields_per_class_median,fields_per_class_max,call_fanout_mean,call_fanout_median,call_fanout_max,call_fanout_std,call_fanin_mean,call_fanin_median,call_fanin_max,call_fanin_std,arity_mean,arity_median,arity_max,field_uses_fanin_mean,field_uses_fanin_max,inh_parents_mean,inh_children_mean,inh_children_max,inh_depth_max,inh_depth_mean,file_req_out_mean,file_req_out_max,file_req_in_mean,file_req_in_max,fs_depth_max,scope_depth_max,scope_to_scope_fanout_mean,scope_to_scope_fanout_p90,scope_to_scope_fanout_max,scope_to_type_fanout_mean,scope_to_type_fanout_p90,scope_to_type_fanout_max,folder_to_folder_fanout_mean,folder_to_folder_fanout_p90,folder_to_folder_fanout_max,folder_to_file_fanout_mean,folder_to_file_fanout_p90,folder_to_file_fanout_max,num_methods_mean,num_methods_median,num_methods_max,stmts_mean,stmts_median,stmts_p90,stmts_max,stmts_std,halstead_vocabulary_mean,halstead_length_mean,halstead_volume_mean,halstead_difficulty_mean,halstead_effort_mean,halstead_estimatedBugs_mean,halstead_volume_p90,halstead_effort_p90,coverage_requires,coverage_specializes,coverage_instantiates,coverage_typed,n_type_inbound,n_type_outbound,n_type_transit,n_type_hidden,pct_type_classified,pkg_pct_inbound_mean,pkg_pct_outbound_mean,pkg_pct_transit_mean,pkg_pct_hidden_mean,pkg_pct_inbound_max,pkg_pct_outbound_max,pkg_pct_transit_max,pkg_pct_hidden_max,pkg_profile_entropy_mean,pct_pkg_dominant_inbound,pct_pkg_dominant_outbound,pct_pkg_dominant_transit,pct_pkg_dominant_hidden
BepInEx__BepInEx,,csharp,1,38,117,48,159,587,505,78,939,211,728,38,117,0,159,204,28,798,24,99,475,61,728,92,3.66667,2,29,4.04638,1.32704,0,11,0.809199,0,20,1.65748,0.809199,0,30,1.94412,1.2402,1,8,0.2891,3,0.176101,0.176101,6,1,1,0,0,0,0,2,4,0.895833,3,11,3.04167,7,12,0,0,0,3.07895,5,12,3.71069,2,30,2.35264,2,6,29,3.16712,15.895,29.5228,144.509,2.37688,1191.99,0.0481697,351.035,1904.07,0,1,1,1,29,30,17,83,1,0.155668,0.234672,0.174342,0.435318,0.75,1,1,1,0.628388,0.131579,0.210526,0.105263,0.552632
BeyondDimension__SteamTools,,csharp,1,256,888,92,692,2658,2272,370,5487,1761,3726,256,888,0,692,862,181,4419,249,216,1649,366,3726,393,3.81792,2,76,6.57516,2.5448,1,125,0.620391,0,24,1.27132,0.620391,0,41,1.5258,1.40181,1,20,0.207836,8,0.261561,0.261561,25,5,1.6375,0,0,0,0,2,6,0.913043,3,17,7.47826,19,71,0,0,0,3.46875,9,41,3.90896,2,76,2.3085,2,5,67,3.52733,17.2254,31.9934,158.792,2.58974,1450.27,0.0529307,364.314,2050.68,0,1,1,1,74,102,49,467,1,0.122837,0.113874,0.0395088,0.72378,1,1,0.571429,1,0.445849,0.0833333,0.0833333,0.0138889,0.819444
BililiveRecorder__BililiveRecorder,,csharp,1,58,334,60,388,1107,850,211,1828,494,1334,58,334,0,388,502,104,1601,80,313,505,665,1334,418,2.73454,2,30,3.66147,1.2732,0,30,0.456188,0,9,1.02482,0.456188,0,11,1.01507,1.20506,1,9,1.34615,23,0.268041,0.268041,12,2,1.15464,0,0,0,0,2,4,0.983333,3,10,6.46667,13,30,0,0,0,5.75862,12,19,2.87629,2,30,2.37127,1,6,47,4.47399,19.4365,38.5682,203.045,2.68962,2168.5,0.0676817,462.796,3031.44,0,1,1,1,47,38,14,289,1,0.136098,0.135352,0.0476864,0.680864,1,1,1,1,0.585361,0.0517241,0.103448,0.0172414,0.827586
BluePointLilac__ContextMenuManager,,csharp,1,7,110,7,212,642,540,101,1253,577,676,7,110,0,212,285,167,1219,4,279,825,204,676,162,3.02358,2,20,3.59827,2.7217,0,48,1.28505,1,17,2.03965,1.28505,1,36,3.08217,1.05296,1,8,0.353553,9,0.787736,0.787736,18,2,1.21538,0,0,0,0,2,2,0.714286,2,2,30.2857,84,84,0,0,0,15.7143,41,41,3.03302,2,20,3.43614,2,9,48,4.64199,20.0926,42.9074,223.062,3.26172,2306.92,0.0743542,604.263,4395.86,0,1,1,1,26,65,30,91,1,0.12891,0.263349,0.189719,0.418022,0.4,0.52381,0.5,0.681818,1.26394,0,0.333333,0,0.666667
BornToBeRoot__NETworkManager,,csharp,1,46,636,29,570,2360,1972,388,4749,1989,2760,46,636,0,570,606,161,4349,22,450,1730,165,2760,422,4.14035,2,75,7.40777,3.48947,0,284,0.733051,0,26,1.40034,0.733051,0,35,2.03276,1.16949,1,13,0.0829563,42,0.282456,0.282456,103,2,1.76119,0,0,0,0,2,2,0.931034,1,12,19.6552,85,106,0,0,0,13.8261,46,103,4.14035,2,75,2.61653,1,5,178,6.52771,14.3322,27.4305,133.542,1.94428,905.936,0.0445141,322.841,1585.25,0,1,1,1,71,81,111,307,1,0.263437,0.0508763,0.1467,0.538986,1,0.48,1,1,0.862382,0.142857,0.0357143,0.107143,0.714286
ClosedXML__ClosedXML,,csharp,1,99,768,62,880,7765,7245,419,8828,833,7995,99,768,0,880,1008,381,8598,2731,2270,9210,734,7995,2299,8.70909,3,169,16.4128,0.946591,0,62,1.18609,1,75,2.25577,1.18609,0,607,10.7705,1.02962,1,11,0.881152,90,0.432955,0.432955,135,3,1.15029,0,0,0,0,2,3,0.967742,1,23,14.1935,24,378,0,0,0,7.75758,21,37,8.88636,3,170,2.79858,1,6,401,6.80664,15.0527,33.5241,167.79,1.80441,1479.18,0.0559299,374.438,1149.35,0,1,1,1,165,236,121,358,1,0.0896016,0.490173,0.148038,0.272188,1,1,1,1,0.485835,0.05,0.466667,0.15,0.333333
Code52__carnac,,csharp,1,16,68,12,68,214,177,37,346,155,191,16,68,0,68,85,14,369,21,107,157,51,191,78,3.14706,2,15,2.9767,2.27941,1,29,0.733645,0,6,1.24145,0.733645,0,11,1.46902,0.892523,1,7,0.329032,4,0.205882,0.205882,4,1,1,0,0,0,0,2,2,0.833333,4,5,5.66667,9,23,0,0,0,4.25,8,22,3.16176,2,15,2.58879,2,6,13,2.50029,13.7401,25.4802,109.022,1.79,459.656,0.0363408,257.264,742.087,0,1,1,1,12,10,4,42,1,0.210079,0.163549,0.0442688,0.582104,1,0.5,0.2,1,0.839219,0.181818,0,0,0.818182
Codeusa__Borderless-Gaming,,csharp,1,13,35,11,46,308,291,11,598,102,496,13,35,0,46,59,0,410,6,27,300,81,496,39,6.56522,3,68,13.2233,2.21739,0,20,0.974026,0,15,1.67467,0.974026,0,21,2.17706,1.61039,2,7,0.794118,10,0,0,0,,,0,0,0,0,2,3,0.909091,2,6,4.18182,8,13,0,0,0,2.69231,7,7,6.69565,3,68,2,1,5,18,2.55968,16.0378,31.5498,154.148,2.64055,2124.7,0.0513825,330.343,2222.18,0,0,1,1,10,5,7,24,1,0.262408,0.18,0.168956,0.388636,1,1,1,1,0.643863,0.3,0.2,0.1,0.4
CommunityToolkit__WindowsCommunityToolkit,,csharp,1,341,1414,120,1264,7241,6518,626,12024,2888,9136,341,1414,0,1264,1464,421,10129,781,2219,7116,886,9136,1193,5.6519,2,390,14.7877,2.28481,0,150,0.982737,1,20,1.43961,0.982737,0,485,7.30839,1.2617,1,16,0.306787,28,0.33307,0.33307,44,3,1.2929,0,0,0,0,2,7,0.941667,2,11,10.5333,20,165,0,0,0,4.14663,11,48,5.75475,2,390,2.77434,2,6,60,3.36056,16.6715,34.9704,166.233,3.08378,1709.86,0.0554111,408.424,2637.78,0,1,1,1,140,247,75,802,1,0.131621,0.235763,0.104466,0.52815,1,1,1,1,0.61539,0.0909091,0.191919,0.0808081,0.636364
Cysharp__MagicOnion,,csharp,1,122,631,105,1248,4648,4047,594,7853,1483,6370,122,631,0,1248,1531,304,6131,229,971,4194,1780,6370,2055,3.71875,2,78,5.65928,1.1883,0,44,0.902324,0,21,1.41221,0.902324,0,161,6.04863,1.37048,1,17,1.20027,74,0.24359,0.24359,30,3,1.31849,0,0,0,0,2,4,0.828571,2,9,11.581,29,171,0,0,0,5.17213,14,27,5.04087,3,126,2.48171,1,7,69,3.59642,14.9644,31.7247,152.611,2.23826,1576.67,0.0508704,368.241,1675.23,0,1,1,1,95,356,46,751,1,0.138297,0.222524,0.05978,0.579399,1,1,1,1,0.732109,0.0581395,0.162791,0.0232558,0.755814
Cysharp__UniTask,,csharp,1,22,214,20,760,4319,3902,409,9426,2834,6592,22,214,0,760,1032,218,7153,775,1164,6869,4617,6592,409,5.67237,3,475,19.5387,3.72895,1,111,1.59041,1,20,2.02602,1.59041,0,508,18.4261,1.52628,1,17,1.62915,181,0.286842,0.286842,80,2,1.02479,0,0,0,0,2,3,0.6,1,5,37.35,156,248,0,0,0,9.72727,18,70,5.71842,3,475,2.60454,2,5,23,2.58285,14.5712,31.3993,139.601,2.68885,790.431,0.0465336,396.143,2729.2,0,1,1,1,47,212,36,465,1,0.0693552,0.194823,0.0236343,0.712187,0.6,0.5,0.166667,1,0.741404,0.0666667,0,0,0.933333
DapperLib__Dapper,,csharp,1,21,152,21,354,1474,1333,140,2238,248,1990,21,152,0,354,551,69,1722,92,291,1073,134,1990,160,4.16102,1,216,14.3875,0.700565,0,24,0.727951,0,11,1.17698,0.727951,0,45,2.50317,1.35007,1,10,0.540323,15,0.194915,0.194915,16,2,1.04545,0,0,0,0,2,3,0.809524,2,7,16.8571,25,215,0,0,0,7.2381,20,50,4.17514,1,216,2.66282,2,7,83,4.07223,15.949,32.5034,156.75,1.96932,1452.55,0.05225,349.033,1387.83,0,1,1,1,24,39,14,277,1,0.179234,0.0921434,0.0273723,0.70125,1,0.5,0.2,1,0.50167,0.166667,0,0,0.833333
Davidobot__BetterJoy,,csharp,1,4,13,3,19,203,185,18,509,227,282,4,13,0,19,25,0,430,2,19,209,293,282,25,10.6842,8,42,10.0998,11.9474,4,100,1.02956,0,16,1.88044,1.02956,1,10,1.47529,1.38916,1,11,1.29075,5,0,0,0,,,0,0,0,0,2,1,0.666667,2,2,6.33333,14,14,0,0,0,3.25,9,9,10.7895,8,42,3.7734,2,8,45,6.35857,22.4108,70.3351,406.738,5.95498,14256.2,0.135579,771.155,10201.8,0,0,1,1,6,5,0,8,1,0.571429,0.119048,0,0.309524,1,0.357143,0,0.5,0.84354,0.333333,0,0,0.666667
DevToys-app__DevToys,,csharp,1,118,563,75,554,1990,1765,216,3082,712,2370,118,563,0,554,634,268,2702,308,255,1403,162,2370,614,3.57581,1,270,12.4693,1.2852,0,21,0.705025,0,9,1.12662,0.705025,0,40,2.09352,1.19095,1,8,0.227528,16,0.483755,0.483755,24,4,1.50685,0,0,0,0,2,4,0.973333,3,10,7.22667,11,133,0,0,0,4.77119,8,117,3.59747,1,270,2.37839,2,5,28,3.12214,13.3875,23.5904,103.442,1.91468,509.128,0.0344806,267.189,1142.91,0,1,1,1,52,75,28,399,1,0.110875,0.278868,0.0785651,0.531692,1,1,1,1,0.499161,0.0441176,0.235294,0.0735294,0.647059
DotNetNext__SqlSugar,,csharp,1,647,3675,88,2360,11751,11422,327,19555,1243,18312,647,3675,0,2361,3004,476,12994,2012,2191,9810,1338,18312,1816,4.97797,0,404,20.6718,0.526695,0,80,0.834823,0,207,2.76117,0.834823,0,220,5.32773,1.55834,1,22,1.07643,67,0.201695,0.201695,32,3,1.45714,0,0,0,0,2,4,0.636364,1,14,26.5909,33,1168,0,0,0,5.68006,17,120,13.4591,0,1112,2.53502,2,6,69,3.66599,15.7532,36.5458,172.46,2.38615,1355.18,0.0574868,409.338,2327.96,0,1,1,1,81,237,29,2013,1,0.0241684,0.16727,0.0166737,0.791887,1,1,1,1,0.28939,0.0153846,0.0769231,0.0153846,0.892308
Dotnet-Boxed__Templates,,csharp,1,47,178,49,189,353,302,51,693,174,519,47,178,0,189,248,18,527,3,25,82,233,519,79,1.86772,1,28,2.67824,0.920635,0,12,0.232295,0,5,0.570651,0.232295,0,7,0.787566,1.47025,1,6,1.33908,26,0.0952381,0.0952381,3,1,1,0,0,0,0,2,3,0.897959,2,13,3.85714,10,12,0,0,0,3.78723,9,12,1.86772,1,28,2.25779,2,6,26,3.35929,19.096,32.3278,154.406,0.917226,238.097,0.0514685,372.603,497.025,0,1,1,1,4,7,6,172,1,0.0192593,0.0511111,0.0222222,0.907407,0.333333,1,1,1,0.0951211,0,0.0444444,0.0222222,0.933333
EduardoPires__EquinoxProject,,csharp,1,34,64,45,64,146,116,28,178,24,154,34,64,0,64,109,10,170,0,16,61,0,154,44,2.25,1,10,2.12132,0.375,0,4,0.417808,0,4,0.850116,0.417808,0,7,0.984516,1.05479,1,4,0,0,0.15625,0.15625,3,1,1,0,0,0,0,2,6,0.977778,5,6,1.42222,4,5,0,0,0,1.88235,4,5,2.28125,1,10,2.15753,1,5,14,2.28661,12.8103,24.7759,118.7,1.03741,201.787,0.0395667,221.138,384.457,0,1,1,1,6,8,0,50,1,0.140625,0.136458,0,0.722917,1,1,0,1,0.224409,0.09375,0.09375,0,0.8125
ElectronNET__Electron.NET,,csharp,1,11,184,10,165,482,425,50,635,131,504,11,184,0,165,169,9,613,11,60,715,30,504,107,2.87879,0,105,9.83918,0.793939,0,16,1.4834,1,7,1.31254,1.4834,0,272,14.8873,1.04564,1,6,0.229008,3,0.0545455,0.0545455,5,1,1,0,0,0,0,2,3,0.9,3,3,15.9,35,86,0,0,0,16.7273,33,107,2.93939,0,105,2.33402,1,5,30,2.45339,15.4729,29.6282,136.726,1.66155,744.926,0.0455754,341.84,1176.32,0,1,1,1,22,20,1,122,1,0.203673,0.238329,0.0277778,0.530221,0.75,0.823529,0.25,1,0.715443,0.222222,0.222222,0,0.555556
EllanJiang__GameFramework,,csharp,1,30,330,20,287,2654,2428,222,6083,790,5293,30,330,0,287,398,145,3444,281,716,1942,321,5293,531,9.23345,4,93,14.228,2.75261,1,52,0.731726,0,15,1.24003,0.731726,0,170,4.62281,1.99435,1,17,0.406329,20,0.505226,0.505226,61,3,1.66129,0,0,0,0,2,1,0.95,0,19,14.35,19,77,0,0,0,11,17,106,9.27178,4,93,2.08289,1,5,43,2.73784,10.4502,19.8373,85.9589,1.8892,636.016,0.028653,225.946,1029.6,0,1,1,1,49,87,50,101,1,0.112464,0.352825,0.137636,0.397076,0.333333,0.875,0.375,1,1.43475,0.05,0.4,0,0.55
EsotericSoftware__spine-runtimes,,csharp,1,66,285,12,457,2227,2048,177,5966,2602,3364,66,285,0,457,517,149,4829,218,375,2716,3290,3364,1168,4.86871,3,66,7.17034,5.69365,3,94,1.21958,1,35,2.24175,1.21958,1,47,2.57022,1.51055,1,17,1.26441,199,0.326039,0.326039,11,4,1.36975,0,0,0,0,2,2,0.75,1,7,36.0833,100,137,0,0,0,4.31818,12,34,4.87965,3,68,4.40233,3,10,139,5.85153,22.0879,56.9087,320.037,5.28855,8709.29,0.106679,726.548,7590.6,0,1,1,1,57,104,35,261,1,0.0875127,0.291169,0.144552,0.476767,0.5,1,1,1,0.859753,0,0.272727,0.0909091,0.636364
EventStore__EventStore,,csharp,1,358,2703,433,4657,19241,17113,2052,30048,10589,19459,358,2703,0,4657,6216,1702,29830,1406,9348,24712,12378,19459,7648,4.11531,3,96,5.64658,2.27378,1,46,1.28434,1,54,2.05169,1.28434,0,404,7.05847,1.01133,0,23,1.16895,455,0.365471,0.365471,239,4,1.29265,0,0,0,0,2,8,0.990762,2,30,10.7275,26,305,0,0,0,7.55028,18,102,4.13227,3,96,3.16475,2,7,372,4.73619,16.9859,32.5454,156.938,1.72614,973.489,0.0523125,369.978,1311.52,0,1,1,1,349,2130,322,1856,1,0.0728574,0.506342,0.0760035,0.344797,1,1,1,1,0.59437,0.0460358,0.485934,0.0434783,0.424552
ExcelDataReader__ExcelDataReader,,csharp,1,20,178,18,179,766,643,120,1078,232,846,20,178,0,179,202,85,998,56,236,840,57,846,90,4.26257,2,78,8.31458,1.29609,0,35,1.09661,1,10,1.3191,1.09661,0,115,5.81333,1.10444,1,9,0.24569,11,0.47486,0.47486,24,2,1.22619,0,0,0,0,2,3,0.888889,6,6,9.94444,23,46,0,0,0,8.9,16,45,4.30168,2,78,4.28982,2,8,442,16.959,19.3188,43.9238,228.577,3.00064,1743.59,0.0761925,444.677,3287.52,0,1,1,1,18,30,3,128,1,0.157246,0.161715,0.00825282,0.672786,0.75,0.625,0.0833333,1,0.743363,0.0555556,0.111111,0,0.833333
ExtendRealityLtd__VRTK,,csharp,1,2,8,2,9,44,44,0,59,47,12,2,8,0,9,9,0,91,0,1,13,0,12,2,4.88889,4,12,3.92837,5.22222,3,16,0.295455,0,2,0.503603,0.295455,0,2,0.546873,0.272727,0,3,0,0,0,0,0,,,0,0,0,0,2,1,0.5,1,1,3.5,7,7,0,0,0,4,7,7,4.88889,4,12,2.68182,2,5,12,2.26407,13.25,21.4773,92.173,2.97861,575.45,0.0307243,262.572,1963.58,0,0,1,1,0,0,0,9,1,0,0,0,1,0,0,0,1,0,0,0,0,1
FastEndpoints__FastEndpoints,,csharp,1,123,330,134,572,839,751,88,1072,136,936,123,330,0,572,704,69,975,2,182,171,45,936,154,1.46678,1,26,2.44676,0.237762,0,11,0.203814,0,7,0.621571,0.203814,0,8,0.700883,1.11561,1,8,0.330882,6,0.120629,0.120629,8,2,1.13235,0,0,0,0,2,3,0.716418,1,50,4.26866,8,82,0,0,0,2.68293,5,22,1.46853,1,26,2.8534,2,6,48,3.76119,17.2317,30.1212,147.067,1.50432,1205.35,0.0490223,299.132,804.661,0,1,1,1,12,21,1,538,1,0.0134138,0.0728654,0.00123153,0.912489,0.5,1,0.142857,1,0.109133,0,0.0517241,0,0.948276
File-New-Project__EarTrumpet,,csharp,1,41,309,39,329,1031,907,115,1871,540,1331,41,309,0,329,389,146,1571,31,175,691,109,1331,354,3.10638,2,28,4.3583,1.64134,0,51,0.670223,0,15,1.30428,0.670223,0,35,1.50714,1.29098,1,7,0.201852,4,0.443769,0.443769,29,2,1.34314,0,0,0,0,2,3,0.974359,4,8,8.4359,23,43,0,0,0,7.53659,19,35,3.13374,2,28,1.69738,1,4,23,2.53311,11.8765,21.8247,98.3491,1.79264,792.199,0.032783,259.461,1075.62,0,1,1,1,61,71,30,167,1,0.15205,0.307308,0.113213,0.42743,1,1,1,1,0.72999,0.0810811,0.297297,0.0810811,0.540541
Flow-Launcher__Flow.Launcher,,csharp,1,77,321,78,378,1665,1508,153,2946,690,2256,77,321,0,378,488,138,2355,55,314,1597,214,2256,456,4.39418,2,60,6.98719,1.8254,0,35,0.959159,0,20,1.65187,0.959159,0,84,2.77821,1.35495,1,7,0.310145,11,0.365079,0.365079,28,4,1.37895,0,0,0,0,2,6,0.974359,3,15,4.84615,14,27,0,0,0,4.16883,9,19,4.40476,2,60,2.33333,1,5,39,2.9181,15.9198,29.8203,145.129,2.31946,1218.25,0.0483765,361.891,2085.42,0,1,1,1,56,77,47,198,1,0.149286,0.223267,0.164635,0.462812,1,1,1,1,0.677135,0.123288,0.205479,0.0958904,0.575342
FluentValidation__FluentValidation,,csharp,1,12,213,9,383,1680,1472,206,1368,217,1151,12,213,0,383,505,68,1897,81,1598,2019,87,1151,121,4.3812,1,84,9.06638,0.56658,0,9,1.20179,1,52,1.66772,1.20179,0,482,16.2064,0.685119,0,5,0.400922,4,0.177546,0.177546,10,3,1.49231,0,0,0,0,2,2,0.888889,6,6,42.5556,179,179,0,0,0,17.75,52,68,4.39687,1,84,2.93095,3,6,31,2.56232,17.0577,28.6141,124.631,1.24982,283.744,0.0415438,265,497.008,0,1,1,1,27,134,11,211,1,0.142276,0.176427,0.0327584,0.648539,0.5,0.636872,0.21875,1,0.978124,0,0.111111,0,0.888889
Fody__Fody,,csharp,1,31,131,15,113,344,323,21,415,103,312,31,131,0,113,37,14,447,8,74,259,32,312,32,3.04425,2,27,3.49561,0.911504,0,22,0.752907,0,14,1.36824,0.752907,0,19,1.86148,0.906977,0,8,0.31068,3,0.123894,0.123894,11,1,1,0,0,0,0,2,1,0.133333,0,2,2.13333,2,18,0,0,0,4.22581,12,18,3.11504,2,27,2.95349,2,6,43,4.8059,14.0774,23.5077,108.297,1.39729,407.287,0.0360988,249.982,884.454,0,1,1,1,9,9,4,91,1,0.015873,0.154762,0.00793651,0.821429,0.222222,1,0.111111,1,0.126089,0,0.142857,0,0.857143
GhostPack__Rubeus,,csharp,1,18,155,25,251,1282,1021,223,2820,654,2166,18,155,0,251,316,73,1936,213,478,1608,734,2166,544,4.95618,2,98,11.0754,2.60558,0,46,1.25429,1,26,2.15237,1.25429,0,39,3.32098,1.68955,1,51,1.12232,41,0.290837,0.290837,28,2,1.08219,0,0,0,0,2,3,0.8,2,8,10,31,106,0,0,0,8.61111,29,48,5.10757,2,98,3.90328,2,8,146,8.09036,18.6738,53.5867,311.922,4.29755,6627.83,0.103974,685.384,7164.58,0,1,1,1,18,115,24,94,1,0.19216,0.213801,0.207888,0.38615,1,1,1,1,0.685338,0.105263,0.210526,0.157895,0.526316
GhostPack__Seatbelt,,csharp,1,14,164,13,450,846,500,342,2176,439,1737,14,164,0,450,626,321,1285,14,189,598,126,1737,539,1.87111,2,30,2.4642,0.975556,0,29,0.706856,0,11,1.31067,0.706856,0,65,3.69801,2.05319,1,26,0.287016,4,0.713333,0.713333,117,1,1,0,0,0,0,2,4,0.923077,3,4,34.6154,87,218,0,0,0,11.7143,22,71,1.88,2,30,2.83452,2,7,26,3.96987,26.988,54.96,312.194,3.71442,2876.41,0.104065,744.315,6881.57,0,1,1,1,22,190,8,230,1,0.1155,0.363741,0.0784088,0.44235,0.5,0.666667,0.5,0.764706,1.16059,0.0833333,0.5,0,0.416667
HJLebbink__asm-dude,,csharp,1,35,178,35,309,1707,1455,239,3292,915,2377,35,178,0,309,336,112,2622,50,317,3429,2722,2377,453,5.4822,2,120,10.8704,2.96117,0,155,2.00879,1,28,2.85982,2.00879,0,148,7.7163,1.3925,1,9,2.97486,147,0.36246,0.36246,21,4,2.34821,0,0,0,0,2,3,0.6,1,12,8.82857,21,112,0,0,0,5.08571,13,21,5.52751,2,120,4.97422,3,12,91,7.08286,30.178,91.789,541.156,4.98351,6945.34,0.180385,1165.5,11689.6,0,1,1,1,22,179,16,92,1,0.102956,0.42064,0.0853756,0.391029,1,1,1,1,0.642053,0.0689655,0.37931,0.0344828,0.517241
HMBSbige__ShadowsocksR-Windows,,csharp,1,21,164,20,169,1124,1018,104,2371,710,1661,21,164,0,169,200,50,1834,19,127,1263,387,1661,181,6.63905,4,79,8.93069,4.20118,2,35,1.12367,0,20,2.02998,1.12367,1,44,2.32077,1.47776,1,11,0.54507,50,0.295858,0.295858,12,8,2.2,0,0,0,0,2,2,0.9,2,9,8.45,16,30,0,0,0,7.80952,15,27,6.6568,4,79,3.21619,2,7,32,4.02798,18.7073,40.89,210.863,4.36632,3563.79,0.0702876,541.542,6096.94,0,1,1,1,36,38,36,59,1,0.23402,0.225242,0.226491,0.314247,1,1,0.75,1,0.910481,0.263158,0.210526,0.157895,0.368421
HandyOrg__HandyControl,,csharp,1,113,794,40,742,3633,3215,395,8003,2945,5058,113,794,0,742,842,104,6578,168,302,2488,951,5058,457,4.86523,2,136,9.39092,3.969,1,230,0.684833,0,16,1.23065,0.684833,0,52,1.62557,1.39224,1,12,0.32292,64,0.140162,0.140162,11,3,1.15306,0,0,0,0,2,2,0.875,2,10,18.5,40,190,0,0,0,7.02655,15,141,4.93801,2,136,2.18965,1,5,211,4.68467,14.3866,28.6796,133.582,2.80198,1485.73,0.0445273,315.782,2083.2,0,1,1,1,64,142,36,500,1,0.121291,0.20145,0.0805807,0.596678,0.666667,1,1,1,0.78014,0.09375,0.125,0.03125,0.75
HangfireIO__Hangfire,,csharp,1,49,494,38,626,3703,3284,419,5096,926,4170,49,494,0,626,747,204,4629,248,1127,4119,436,4170,1088,5.91534,2,136,11.8226,1.47923,0,30,1.11234,1,26,1.57015,1.11234,0,154,5.39209,1.12611,1,13,0.470842,165,0.325879,0.325879,24,2,1.10526,0,0,0,0,2,3,0.868421,2,13,16.2895,48,73,0,0,0,10.0816,28,48,5.92332,2,136,2.60194,2,6,51,2.89502,16.327,28.0932,131.409,1.47012,694.173,0.0438031,272.047,825.012,0,1,1,1,70,141,60,355,1,0.119222,0.277584,0.055913,0.547281,1,1,0.592593,1,0.73788,0.027027,0.27027,0.027027,0.675676
HearthSim__Hearthstone-Deck-Tracker,,csharp,1,111,647,114,740,3785,3312,465,6781,1974,4807,111,647,0,740,924,89,5759,119,532,4606,1848,4807,915,5.10405,2,150,11.0353,2.66757,0,372,1.21691,1,43,2.23299,1.21691,0,289,6.44929,1.27001,1,24,0.93617,37,0.12027,0.12027,31,3,1.21348,0,0,0,0,2,4,0.929825,3,20,6.46491,11,58,0,0,0,5.82883,11,38,5.11892,2,150,3.11044,2,6,92,4.43654,17.9432,36.4758,187.702,2.91339,2510.89,0.0625673,406.976,2369.02,0,1,1,1,57,140,133,410,1,0.0750942,0.268792,0.171101,0.485013,1,1,1,1,0.810262,0.0392157,0.215686,0.0882353,0.656863
Humanizr__Humanizer,,csharp,1,89,476,69,450,2945,2915,19,5086,350,4736,89,476,0,450,434,107,3295,72,112,1763,30,4736,44,6.52,4,54,6.95802,0.777778,0,19,0.598642,0,10,0.785176,0.598642,0,609,11.5707,1.60815,2,8,0.0857143,4,0.237778,0.237778,27,3,1.90654,0,0,0,0,2,3,0.101449,1,1,5.73913,5,197,0,0,0,5.34831,9,55,6.54667,4,54,1.07946,0,3,194,4.9326,19.0717,31.9197,160.518,1.07848,598.324,0.053506,320.426,445.858,0,1,1,1,14,78,2,356,1,0.000970439,0.291409,0.000149298,0.707472,0.0659898,0.75,0.0101523,1,0.697492,0,0.0735294,0,0.926471
Jackett__Jackett,,csharp,1,44,293,48,395,1480,1259,221,2600,503,2097,44,293,0,395,484,190,1983,113,628,1890,1194,2097,916,3.74684,2,36,4.60893,1.27342,0,73,1.27703,1,21,2.12202,1.27703,0,69,4.92569,1.41689,1,14,2.37376,91,0.481013,0.481013,56,5,2.57672,0,0,0,0,2,4,0.958333,4,10,8.22917,21,107,0,0,0,6.65909,16,74,3.74684,2,36,5.81757,3,11,1312,35.1034,32.4519,77.7141,516.916,3.58471,5123.68,0.172305,1074.43,8341.75,0,1,1,1,46,145,17,187,1,0.107956,0.310466,0.0358442,0.545734,0.875,1,0.5,1,0.698629,0.0681818,0.272727,0,0.659091
JamesNK__Newtonsoft.Json,,csharp,1,40,932,45,1521,6231,5628,522,5600,1039,4561,40,932,0,1521,2040,557,7270,236,4279,8895,896,4561,1123,4.04339,1,401,15.3838,0.683103,0,46,1.42754,1,45,1.91041,1.42754,0,655,14.9983,0.731985,0,257,0.862368,30,0.366206,0.366206,281,3,1.1184,0,0,0,0,2,5,0.955556,2,11,33.8,74,345,0,0,0,23.3,48,334,4.11966,1,401,4.9204,3,10,239,7.41565,17.0967,39.6262,185.15,1.85593,1059.42,0.0617168,391.382,1177.11,0,1,1,1,62,406,50,1003,1,0.0386197,0.344808,0.0566139,0.559958,0.447368,1,0.52381,1,0.789141,0.025,0.3,0.025,0.65
